HAGRID,Species,Name,Longevity,Kingdom,Phylum,Class,Order,Family,Genus,Maximum longevity,Female sexual maturity,Male sexual maturity,Gestation,Weaning,Litter size,Litters per year,Inter-litter interval,Weight at birth,Weight at weaning,Adult weight,Postnatal growth rate,Maximum longevity residual,Typical body temperature,Basal metabolic rate,Body mass,Metabolic rate per body mass,Taxonomy,Common name,Source,Sample size,Data quality,Observations,Integrated Taxonomic Information System,Animal Diversity Web,Encyclopaedia of Life,NCBI Taxonomy,Entrez,Ageing Literature,Images,Internet,Synonyms,,Incubation,Clutch size,Clutches per year,Weight at hatching,IMR,MRDT,Metamorphosis,Resting metabolic rate,Interbirth interval,Clutch or litter size,Breedings per year,GenAge,GenDR
1137,Mniotilta varia,Black-and-white warbler,12.2, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Parulidae, Mniotilta,12.2 years  (wild),365 days,365 days,,,,,,,,10.9 g,,,Not yet available,0.1273 W,8.2 g,0.015521 W/g,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Passeriformes
                Family: Parulidae
                    Genus: Mniotilta",Black-and-white warbler,ref. 427,Small,Acceptable,No observations are presently available,ITIS 178844,ADW account  (if available),Search EOL,Taxonomy ID 182936,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,11 days,5  (oviparous),1,,,,,,,,,,
4512,Sebastes chrysomelas,Black-and-yellow rockfish,22, Animalia, Chordata, Teleostei, Scorpaeniformes, Scorpaenidae, Sebastes (Taxon entry),22 years  (wild),,,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Scorpaeniformes
                Family: Scorpaenidae
                    Genus: Sebastes (Taxon entry)",Black-and-yellow rockfish,ref. 22,Medium,Acceptable,No observations are presently available,ITIS 166773,ADW account  (if available),Search EOL,Taxonomy ID 394688,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,No information is available on life history. Please contact us if you wish to suggest or contribute data.,,,,,,,,,,,,,
2076,Canis mesomelas,Black-backed jackal,16.7, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Canidae, Canis,16.7 years  (captivity),309 days,251 days,60 days,60 days,4  (viviparous),1,274 days,159 g,,"10,250 g",0.0149 days-1 (from Gompertz function),83%,311ºK or 38.0ºC or 100.4ºF,21.5330 W,7720.0 g,0.002789 W/g,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Carnivora
                Family: Canidae
                    Genus: Canis",Black-backed jackal,ref. 671,Medium,Acceptable,No observations are presently available,ITIS 183818,ADW account,Search EOL,Taxonomy ID 68725,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
4063,Lophius budegassa,Black-bellied angler,21, Animalia, Chordata, Teleostei, Lophiiformes, Lophiidae, Lophius,21 years  (wild),"1,460 days","1,460 days",,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Lophiiformes
                Family: Lophiidae
                    Genus: Lophius",Black-bellied angler,ref. 454,Medium,Acceptable,No observations are presently available,ITIS 164502,ADW account  (if available),Search EOL,Taxonomy ID 191678,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
2875,Cricetus cricetus,Black-bellied hamster,3.6, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Cricetidae, Cricetus,3.6 years  (captivity),43 days,56 days,20 days,23 days,7  (viviparous),2,131 days,7 g,105 g,506.7 g,,28%,313ºK or 39.5ºC or 103.1ºF,1.2510 W,365.3 g,0.003425 W/g,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Rodentia
                Family: Cricetidae
                    Genus: Cricetus",Black-bellied hamster,ref. 671,Small,Acceptable,"It has been estimated that they live up to 4 years in the wild [0542], which is dubious. Record longevity in captivity belongs to one wild born specimen that was about 3.6 years of age when it died [0671].",ITIS 632734,ADW account  (if available),Search EOL,Taxonomy ID 10034,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Cricetus frumentarius,  Heliomys jeudii,  Cricetus nehringi,  Hamster nigricans,  Cricetus polychroma,  Cricetus vulgaris,  Cricetus vulgaris albus,  Cricetus vulgaris babylonicus,  Cricetus vulgaris canescens,  Mus cricetus fulvus,  Cricetus cricetus fuscidorsis,  Mus cricetus germanicus,  Cricetus cricetus latycranius,  Cricetus vulgaris niger,  Cricetus vulgaris niger,  Cricetus vulgaris rufescens,  Cricetus vulgaris stavropolicus,  Cricetus cricetus tauricus,  Cricetus cricetus tomensis,  Cricetus vulgaris varius",,,,,,,,,,,,,,
438,Pluvialis squatarola,Black-bellied plover,25.6, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Charadriidae, Pluvialis,25.6 years  (wild),730 days,730 days,,,,,,,,224 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Charadriiformes
                Family: Charadriidae
                    Genus: Pluvialis",Black-bellied plover,ref. 450,Medium,Acceptable,No observations are presently available,ITIS 176567,ADW account  (if available),Search EOL,Taxonomy ID 171273,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,27 days,4  (oviparous),1,21.4 g,,,,,,,,,
160,Desmognathus quadramaculatus,Black-bellied salamander,15, Animalia, Chordata, Amphibia (Taxon entry), Caudata, Plethodontidae, Desmognathus,15 years  (captivity),"1,280 days","1,280 days",,,,,,,,14.34 g,,,288ºK or 14.9ºC or 58.7ºF,,14.1 g,0.000291 W/g,"Kingdom: Animalia
    Phylum: Chordata
        Class: Amphibia (Taxon entry)
            Order: Caudata
                Family: Plethodontidae
                    Genus: Desmognathus",Black-bellied salamander,ref. 485,Small,Acceptable,No observations are presently available,ITIS 173642,ADW account  (if available),Search EOL,Taxonomy ID 52105,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Salamandra quadra-maculata,  Desmognathus quadramaculatus amphileucus,  Salamandra quadramaculata,  Desmognathus quadramaculatus quadramaculatus,  Salamandra maculoquadrata",,,25  (oviparous),,,,,,0.0041 W,,,,,
341,Dendrocygna autumnalis,Black-bellied whistling duck,8.2, Animalia, Chordata, Aves (Taxon entry), Anseriformes, Anatidae, Dendrocygna,8.2 years  (wild),365 days,365 days,,,,,,,,828 g,0.17 days-1 (from logistic function),,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Anseriformes
                Family: Anatidae
                    Genus: Dendrocygna",Black-bellied whistling duck,ref. 576,Small,Acceptable,No observations are presently available,ITIS 175044,ADW account  (if available),Search EOL,Taxonomy ID 8873,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,27 days,14  (oviparous),1,30.8 g,,,,,,,,,
634,Coccyzus erythropthalmus,Black-billed cuckoo,5, Animalia, Chordata, Aves (Taxon entry), Cuculiformes, Cuculidae, Coccyzus,5 years  (wild),365 days,365 days,,,,,,,,37.5 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Cuculiformes
                Family: Cuculidae
                    Genus: Coccyzus",Black-billed cuckoo,ref. 579,Small,Acceptable,No observations are presently available,ITIS 177834,ADW account  (if available),Search EOL,Taxonomy ID 33604,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,14 days,2.5  (oviparous),1,7.4 g,,,,,,,,,
839,Pica hudsonia,Black-billed magpie,20, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Corvidae, Pica,20 years  (captivity),365 days,730 days,,,,,,,,177 g,,,Not yet available,1.1960 W,158.9 g,0.007527 W/g,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Passeriformes
                Family: Corvidae
                    Genus: Pica",Black-billed magpie,ref. 445,Medium,Acceptable,"Often called /Pica pica hudsonia/ and thus some confusion with the Eurasian magpie (Pica pica) is found in the literature. In fact, until recently these were not considered to be different species. Most males appear to begin breeding in their second year, though it is possible they reach sexual maturity earlier. Mean life expectancy is 3.5 years for males and 2.0 years for females. In captivity these animals can possibly live up to 20 years [0445], though more detailed studies are warranted.",ITIS 726117,ADW account  (if available),Search EOL,Taxonomy ID 158052,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Pica pica hudsonia,,18 days,6.5  (oviparous),1,,,,,,,,,,
925,Thripadectes melanorhynchus,Black-billed treehunter,10, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Furnariidae, Thripadectes,10 years  (wild),,,,,,,,,,44.3 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Passeriformes
                Family: Furnariidae
                    Genus: Thripadectes",Black-billed treehunter,ref. 1414,Tiny,Acceptable,Banding programs have shown that these birds can live up to 10 years in the wild [1414].,ITIS 563433,ADW account  (if available),Search EOL,,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
1453,Thalassarche melanophris,Black-browed albatross,43.7, Animalia, Chordata, Aves (Taxon entry), Procellariiformes, Diomedeidae, Thalassarche,43.7 years  (wild),"3,872 days",,,,,,,,,"3,232 g",0.068 days-1 (from logistic function),,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Procellariiformes
                Family: Diomedeidae
                    Genus: Thalassarche",Black-browed albatross,ref. 427,Medium,Acceptable,"In the wild, these animals can live up to 43.7 years [0427]. One study in the wild found that breeding success and offspring body condition declined in old individuals [1124].",ITIS 554453,ADW account  (if available),Search EOL,,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Diomedea melanophris,  Thalassarche melanophrys,  Thalassarche melanophris melanophris",,,(oviparous),,,,,,,,,,,
1113,Poecile atricapillus,Black-capped chickadee,12.4, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Paridae, Poecile,12.4 years  (wild),180 days,180 days,,,,,,,,10.4 g,0.48 days-1 (from logistic function),,Not yet available,0.2520 W,10.3 g,0.024466 W/g,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Passeriformes
                Family: Paridae
                    Genus: Poecile",Black-capped chickadee,ref. 579,Large,Acceptable,"In the wild, the average longevity is 2.5 years. Record longevity in the wild is 12.4 years [0437].",ITIS 554382,ADW account  (if available),Search EOL,,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Parus atricapillus,,12 days,7  (oviparous),1,1 g,,,,,,,,,
1589,Lorius lory,Black-capped lory,18.5, Animalia, Chordata, Aves (Taxon entry), Psittaciformes (Taxon entry), Psittacidae, Lorius,18.5 years  (captivity),,,,,,,,,,177 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Psittaciformes (Taxon entry)
                Family: Psittacidae
                    Genus: Lorius",Black-capped lory,ref. 669,Medium,Acceptable,"One male specimen was still alive after 18.5 years in captivity [0669]. It has been reported that these animals can live up to 30.8 years in captivity [0979], but this has not been verified; the same study reported that these animals can breed from about 3 years of age in captivity.",ITIS 177444,ADW account  (if available),Search EOL,Taxonomy ID 274062,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,(oviparous),,,,,,,,,,,
1335,Vireo atricapilla,Black-capped vireo,12, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Vireonidae, Vireo,12 years  (wild),365 days,548 days,,,,,,,,8.65 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Passeriformes
                Family: Vireonidae
                    Genus: Vireo",Black-capped vireo,ref. 427,Medium,Acceptable,"Females normally breed in their first year, while males breed as yearlings [0445]. The oldest banded bird was 12 years of age [0427].",ITIS 178990,ADW account  (if available),Search EOL,Taxonomy ID 424701,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Vireo atricapillus,,15 days,4  (oviparous),,1 g,,,,,,,,,
391,Ceratogymna atrata,Black-casqued hornbill,19.3, Animalia, Chordata, Aves (Taxon entry), Bucerotiformes, Bucerotidae, Ceratogymna,19.3 years  (captivity),,,,,,,,,,"1,204 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Bucerotiformes
                Family: Bucerotidae
                    Genus: Ceratogymna",Black-casqued hornbill,ref. 575,Small,Acceptable,No observations are presently available,ITIS 554465,ADW account  (if available),Search EOL,Taxonomy ID 175832,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Buceros atratus,,,(oviparous),,,,,,,,,,,
