HAGRID,Species,Name,Longevity,Kingdom,Phylum,Class,Order,Family,Genus,Female sexual maturity,Male sexual maturity,Gestation,Weaning,Litter size,Litters per year,Inter-litter interval,Weight at birth,Weight at weaning,Adult weight,Postnatal growth rate,Typical body temperature,Basal metabolic rate,Body mass,Metabolic rate per body mass,Incubation,Clutch size,Clutches per year,Weight at hatching,IMR,MRDT,Metamorphosis,Resting metabolic rate,Interbirth interval,Clutch or litter size,Breedings per year
647,Falco femoralis,Aplomado falcon,12, Animalia, Chordata, Aves (Taxon entry), Falconiformes, Falconidae, Falco,,,,,,,,,,342.5,,,,,,32.0,2.64,,17.5,,,,,,,
810,Struthidea cinerea,Apostlebird,25, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Corcoracidae, Struthidea,,,,,,,,,,132.0,,,,,,,,,,,,,,,,
966,Turdoides squamiceps,Arabian babbler,13.5, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Leiothrichidae, Turdoides,,,,,,,,,,73.5,,,,,,,,,,,,,,,,
1974,Oryx leucoryx,Arabian oryx,20.8, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Oryx,794.0,550.0,243.0,137.0,1.0,1.0,,,,121350.0,,312,,,,,,,,,,,,,,
3266,Acrochordus arafurae,Arafura filesnake,8.8, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Acrochordidae, Acrochordus,,,,,,,,,,6107.0,,,,,,167.0,,,,,,,,,,
4094,Osteoglossum bicirrhosum,Arawana,6.5, Animalia, Chordata, Teleostei, Osteoglossiformes, Osteoglossidae, Osteoglossum,,,,,,,,,,2530.0,,,,,,,,,,,,,,,,
4475,Salvelinus alpinus,Arctic char,40, Animalia, Chordata, Teleostei, Salmoniformes, Salmonidae, Salvelinus,3285.0,3285.0,,,,,,,,,,,,,,,,,,,,,,,,
4016,Boreogadus saida,Arctic cod,7, Animalia, Chordata, Teleostei, Gadiformes, Gadidae, Boreogadus,,912.0,,,,,,,,,,,,,,,,,,,,,,,,
2095,Vulpes lagopus,Arctic fox,16.3, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Canidae, Vulpes,304.0,304.0,52.0,51.0,9.0,1.0,365.0,70.0,,5200.0,,312,7.665,3600.0,0.002129,,,,,,,,,,,
4479,Thymallus arcticus,Arctic grayling,18, Animalia, Chordata, Teleostei, Salmoniformes, Salmonidae, Thymallus,,,,,,,,,,2103.0,,,,,,,,,,,,,,,,
4608,Hiatella arctica,Arctic hiatella,15, Animalia, Mollusca, Bivalvia (Taxon entry), Myoida, Hiatellidae, Hiatella,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Lethenteron camtschaticum,Arctic lamprey,7, Animalia, Chordata, Cephalaspidomorphi (Taxon entry), Petromyzontiformes, Petromyzontidae, Lethenteron,1642.0,1642.0,,,,,,,,,,,,,,,,,,,,,,,,
4637,Mactromeris polynyma,Arctic surfclam,60, Animalia, Mollusca, Bivalvia (Taxon entry), Veneroida, Mactridae, Mactromeris,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Sterna paradisaea,Arctic tern,34, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Laridae, Sterna,1095.0,1095.0,,,,,,,,100.0,0.271,,,,,21.0,2.0,1.0,13.1,,,,,,,
4640,Mesodesma arctatum,Arctic wedgeclam,24, Animalia, Mollusca, Bivalvia (Taxon entry), Veneroida, Mesodesmatidae, Mesodesma,,,,,,,,,,,,,,,,,,,,,,,,,,
4367,Epinephelus areolatus,Areolate grouper,15, Animalia, Chordata, Teleostei, Perciformes, Serranidae, Epinephelus,,,,,,,,,,770.0,,,,,,,,,,,,,,,,
1977,Ovis ammon,Argali,16.8, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Ovis,403.0,823.0,170.0,135.0,1.0,1.0,365.0,3400.0,,160000.0,,,,,,,,,,,,,,,,
1858,Squatina argentina,Argentine angelfish,12, Animalia, Chordata, Chondrichthyes (Taxon entry), Squatiniformes, Squatinidae, Squatina,1460.0,,,,5.5,,,,,,,,,,,,,,,,,,,1095.0,,
3987,Austrolebias bellottii,Argentine pearlfish,3, Animalia, Chordata, Teleostei, Cyprinodontiformes, Aplocheilidae, Austrolebias,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,Lycalopex griseus,Argentinian gray fox,10.9, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Canidae, Lycalopex,,,56.0,,4.2,,,,,3990.0,,,,,,,,,,,,,,,,
2999,Perognathus amplus,Arizona pocket mouse,5.9, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Heteromyidae, Perognathus,,,,,,,,,,11.7,,,,,,,,,,,,,,,,
4271,Etheostoma cragini,Arkansas darter,3, Animalia, Chordata, Teleostei, Perciformes, Percidae, Etheostoma,,,,,,,,,,,,,,,,,,,,,,,,,,
3404,Cordylus cataphractus,Armadillo girdled lizard,20.2, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Cordylidae, Cordylus,,,,,,,,,,,,,,,,,,,,,,,,,,
4480,Agonus cataphractus,Armed bullhead,3, Animalia, Chordata, Teleostei, Scorpaeniformes, Agonidae, Agonus,912.0,912.0,,,,,,,,,,,,,,,,,,,,,,,,
3663,Vipera raddei,Armenian viper,10.7, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Viperidae, Vipera,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,Hoplomys gymnurus,Armored rat,7, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Echimyidae, Hoplomys,,,60.0,,2.1,,,24.3,,504.0,,,,,,,,,,,,,,,,
4173,Clevelandia ios,Arrow goby,3, Animalia, Chordata, Teleostei, Perciformes, Gobiidae, Clevelandia,,,,,,,,,,,,,,,,,,,,,,,,,,
4419,Atheresthes stomias,Arrowtooth flounder,15, Animalia, Chordata, Teleostei, Pleuronectiformes, Pleuronectidae, Atheresthes,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,
3926,Gila orcuttii,Arroyo chub,4, Animalia, Chordata, Teleostei, Cypriniformes, Leuciscidae, Gila,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Anaxyrus californicus,Arroyo toad,8, Animalia, Chordata, Amphibia (Taxon entry), Anura, Bufonidae, Anaxyrus,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Arthropoda,Arthropods,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,Myiarchus cinerascens,Ash-throated flycatcher,11.9, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Tyrannidae, Myiarchus,363.0,,,,,,,,,28.5,0.3961,,,,,15.0,4.0,1.5,3.7,,,,,,,
1457,Oceanodroma homochroa,Ashy storm-petrel,31, Animalia, Chordata, Aves (Taxon entry), Procellariiformes, Hydrobatidae, Oceanodroma,,,,,,,,,,36.9,,,,,,,,,,,,,,,,
3780,Manouria emys,"Asian brown tortoise, or East Indian upland tortoise",19.9, Animalia, Chordata, Reptilia (Taxon entry), Testudines (Taxon entry), Testudinidae, Manouria,,,,,,,,,,26000.0,,,,,,74.0,,,,,,,,,,
4636,Corbicula fluminea,Asian clam,4, Animalia, Mollusca, Bivalvia (Taxon entry), Veneroida, Corbiculidae, Corbicula,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,Eliomys melanurus,Asian garden dormouse,6.2, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Gliridae, Eliomys,548.0,365.0,25.0,,5.0,,,,,122.5,,,,,,,,,,,,,,,,
3235,Suncus murinus,Asian house shrew,3.2, Animalia, Chordata, Mammalia (Taxon entry), Soricomorpha, Soricidae, Suncus,36.0,36.0,30.0,19.0,3.0,9.8,56.0,2.68,33.35,45.9,0.06431,312,0.403,39.7,0.010151,,,,,,,,,,,
3720,Cyclemys dentata,Asian leaf turtle,14.7, Animalia, Chordata, Reptilia (Taxon entry), Testudines (Taxon entry), Geoemydidae, Cyclemys,,,,,,,,,,1250.0,,,,,,,,,,,,,,,,
194,Paramesotriton chinensis,Asian newt,10.3, Animalia, Chordata, Amphibia (Taxon entry), Caudata, Salamandridae, Paramesotriton,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Anastomus oscitans,Asian openbill,18, Animalia, Chordata, Aves (Taxon entry), Ciconiiformes, Ciconiidae, Anastomus,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,Paradoxurus hermaphroditus,Asian palm civet,24.5, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Viverridae, Paradoxurus,341.0,,60.0,,3.4,2.0,182.0,88.65,,3100.0,0.00871,310,5.534,3282.6,0.001686,,,,,,,,,,,
2254,Ursus thibetanus,Asiatic black bear,39.2, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Ursidae, Ursus,1095.0,1095.0,228.0,99.0,2.0,,365.0,463.0,,103750.0,,311,,,,,,,,,,,,,,
2838,Elephas maximus,Asiatic elephant,79.6, Animalia, Chordata, Mammalia (Taxon entry), Proboscidea, Elephantidae, Elephas,3287.0,3287.0,644.0,,1.0,0.2,1141.0,107000.0,,3178000.0,,309,2336.5,3672000.0,0.000636,,,,,,,,,,,
2108,Catopuma temminckii,Asiatic golden cat,23, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Felidae, Catopuma,639.0,,95.0,,1.0,,,250.0,,13500.0,,,,,,,,,,,,,,,,
3893,Aspius aspius,Asp,11, Animalia, Chordata, Teleostei, Cypriniformes, Cyprinidae, Aspius,1277.0,1277.0,,,,,,,,4950.0,,,,,,,,,,,,,,,,
3660,Vipera aspis,Asp viper,25, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Viperidae, Vipera,1460.0,1460.0,,,,,,,,161.0,,,,,,,,,,,,,,,,
2737,Macaca assamensis,Assam macaque,31.4, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Cercopithecidae, Macaca,,,,,,,,,,9100.0,,,,,,,,,,,,,,,,
4077,Argentina silus,Atlantic argentine,35, Animalia, Chordata, Teleostei, Osmeriformes, Argentinidae, Argentina,2190.0,2555.0,,,,,,,,,,,,,,,,,,,,,,,,
4194,Makaira nigricans,"Atlantic blue marlin, or Black spearfish",28, Animalia, Chordata, Teleostei, Perciformes, Istiophoridae, Makaira,,,,,,,,,,93500.0,,,,,,,,,,,,,,,,
4354,Sarda sarda,Atlantic bonito,5, Animalia, Chordata, Teleostei, Perciformes, Scombridae, Sarda,365.0,365.0,,,,,,,,6050.0,,,,,,,,,,,,,,,,
4024,Gadus morhua,Atlantic cod,25, Animalia, Chordata, Teleostei, Gadiformes, Gadidae, Gadus,790.0,778.0,,,,,,,,52800.0,,,,,,,,,,,,,,,,
4346,Micropogonias undulatus,Atlantic croaker,5, Animalia, Chordata, Teleostei, Perciformes, Sciaenidae, Micropogonias,365.0,365.0,,,,,,,,1419.0,,,,,,,,,,,,,,,,
4399,Trichiurus lepturus,Atlantic cutlassfish,15, Animalia, Chordata, Teleostei, Perciformes, Trichiuridae, Trichiurus,,,,,,,,,,2750.0,,,,,,,,,,,,,,,,
4424,Hippoglossus hippoglossus,Atlantic halibut,90, Animalia, Chordata, Teleostei, Pleuronectiformes, Pleuronectidae, Hippoglossus,3613.0,3102.0,,,,,,,,176000.0,,,,,,,,,,,,,,,,
3836,Clupea harengus,Atlantic herring,22, Animalia, Chordata, Teleostei, Clupeiformes, Clupeidae, Clupea,1095.0,1095.0,,,,,,,,,,,,,,,,,,,,,,,,
4641,Ensis directus,Atlantic jackknife,7, Animalia, Mollusca, Bivalvia (Taxon entry), Veneroida, Pharidae, Ensis,,,,,,,,,,,,,,,,,,,,,,,,,,
4356,Scomber scombrus,Atlantic mackerel,17, Animalia, Chordata, Teleostei, Perciformes, Scombridae, Scomber,784.0,784.0,,,,,,,,1870.0,,,,,,,,,,,,,,,,
4106,Brama brama,Atlantic pomfret,9, Animalia, Chordata, Teleostei, Perciformes, Bramidae, Brama,,,,,,,,,,3300.0,,,,,,,,,,,,,,,,
414,Fratercula arctica,Atlantic puffin,45, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Alcidae, Fratercula,1460.0,1460.0,,,,,,,,490.5,0.1451,,,,,42.0,1.0,1.0,39.7,,,,,,,
3686,Lepidochelys kempii,Atlantic ridley,30.2, Animalia, Chordata, Reptilia (Taxon entry), Testudines (Taxon entry), Cheloniidae, Lepidochelys,2190.0,2190.0,,,,,,,,40500.0,,,,,,60.0,110.0,,,,,,,,,
4193,Istiophorus platypterus,Atlantic sailfish,13, Animalia, Chordata, Teleostei, Perciformes, Istiophoridae, Istiophorus,,,,,,,,,,55110.0,,,,,,,,,,,,,,,,
4473,Salmo salar,Atlantic salmon,13, Animalia, Chordata, Teleostei, Salmoniformes, Salmonidae, Salmo,,1825.0,,,,,,,,25740.0,,,,,,,,,,,,,,,,
1769,Rhizoprionodon terraenovae,Atlantic sharpnose shark,10.2, Animalia, Chordata, Chondrichthyes (Taxon entry), Carcharhiniformes, Carcharhinidae, Rhizoprionodon,948.0,803.0,,,4.4,,,,,3988.0,,,,,,,,,,,,,,365.0,,
3808,Menidia menidia,Atlantic silverside,2, Animalia, Chordata, Teleostei, Atheriniformes, Atherinopsidae, Menidia,,,,,,,,,,,,,,,,,,,,,,,,,,
4444,Pegusa lascaris,Atlantic sole,15, Animalia, Chordata, Teleostei, Pleuronectiformes, Soleidae, Pegusa,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,Acipenser oxyrinchus,Atlantic sturgeon,60, Animalia, Chordata, Chondrostei, Acipenseriformes, Acipenseridae, Acipenser,,,,,,,,,,202400.0,,,,,,,,,,,,,,,,
4638,Spisula solidissima,Atlantic surfclam,37, Animalia, Mollusca, Bivalvia (Taxon entry), Veneroida, Mactridae, Spisula,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,Lagenorhynchus acutus,Atlantic white-sided dolphin,27, Animalia, Chordata, Mammalia (Taxon entry), Cetacea (Taxon entry), Delphinidae (Taxon entry), Lagenorhynchus,2231.0,,316.0,548.0,1.25,0.4,,24000.0,,208000.0,,,,,,,,,,,,,,,,
4168,Thyrsites atun,Atun,10, Animalia, Chordata, Teleostei, Perciformes, Gempylidae, Thyrsites,1003.0,1003.0,,,,,,,,3300.0,,,,,,,,,,,,,,,,
3424,Naultinus elegans,Auckland green gecko,20, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Diplodactylidae, Naultinus,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Ichthyaetus audouinii,Audouin's gull,25, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Laridae, Ichthyaetus,1095.0,1095.0,,,,,,,,535.0,0.181,,,,,,,,,,,,,,,
2602,Sylvilagus audubonii,Audubon's cottontail rabbit,7.8, Animalia, Chordata, Mammalia (Taxon entry), Lagomorpha, Leporidae, Sylvilagus,164.0,107.0,29.0,28.0,3.0,5.0,,34.5,,900.0,,311,2.506,686.9,0.003648,,,,,,,,,,,
1706,Anhinga novaehollandiae,Australasian darter,22.3, Animalia, Chordata, Aves (Taxon entry), Suliformes, Anhingidae, Anhinga,,,,,,,,,,1518.0,,,,,,,,,,,,,,,,
1722,Morus serrator,Australasian gannet,33, Animalia, Chordata, Aves (Taxon entry), Suliformes, Sulidae, Morus,,,,,,,,,,2350.0,,,,,,,,,,,,,,,,
3854,Engraulis australis,Australian anchovy,6, Animalia, Chordata, Teleostei, Clupeiformes, Engraulidae, Engraulis,,,,,,,,,,,,,,,,,,,,,,,,,,
4260,Macquaria novemaculeata,Australian bass,22, Animalia, Chordata, Teleostei, Perciformes, Percichthyidae, Macquaria,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,Tiliqua nigrolutea,Australian black and yellow skink,11.5, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Scincidae, Tiliqua,,,,,,,,,,562.475,,,,,,,,,,,,,,,,
3460,Pseudechis porphyriacus,"Australian black snake, or Australian purplish death adder",11.6, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Elapidae, Pseudechis,372.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,
1763,Carcharhinus tilstoni,Australian blacktip shark,12, Animalia, Chordata, Chondrichthyes (Taxon entry), Carcharhiniformes, Carcharhinidae, Carcharhinus,1277.0,1277.0,,,3.0,,,,,28600.0,,,,,,,,,,,,,,365.0,,
3571,Tiliqua scincoides,Australian blue-tongued lizard,26.6, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Scincidae, Tiliqua,,,,,,,,,,493.0,,303,,493.0,0.000431,,10.0,,14.0,,,,0.2127,,,
664,Alectura lathami,"Australian brushturkey, or Brush turkey",12.5, Animalia, Chordata, Aves (Taxon entry), Galliformes, Megapodiidae, Alectura,,,,,,,,,,2340.0,0.031,,,,,,,,,0.05,3.3,,,,,
2327,Macroderma gigas,Australian false vampire bat,22.6, Animalia, Chordata, Mammalia (Taxon entry), Chiroptera (Taxon entry), Megadermatidae, Macroderma,365.0,365.0,91.0,,1.0,1.0,,21.6,,150.0,,310,0.639,126.0,0.005071,,,,,,,,,,,
3844,Potamalosa richmondia,Australian freshwater herring,11, Animalia, Chordata, Teleostei, Clupeiformes, Clupeidae, Potamalosa,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Pachycephala pectoralis,Australian golden whistler,18, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Pachycephalidae, Pachycephala,,,,,,,,,,32.7,,,,,,,,,,,,,,,,
4087,Prototroctes maraena,Australian grayling,6, Animalia, Chordata, Teleostei, Osmeriformes, Retropinnidae, Prototroctes,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Litoria caerulea,Australian green treefrog,20, Animalia, Chordata, Amphibia (Taxon entry), Anura, Hylidae, Litoria,,,,,,,,,,,,,,,,,1100.0,,,,,42.0,,,,
1494,Alisterus scapularis,Australian king parrot,26.6, Animalia, Chordata, Aves (Taxon entry), Psittaciformes (Taxon entry), Psittacidae, Alisterus,363.0,,,,,,,,,232.5,,,,,,,,,,,,,,,,
1880,Neoceratodus forsteri,Australian lungfish,85, Animalia, Chordata, Dipnoi, Ceratodontiformes, Neoceratodontidae, Neoceratodus,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Aegotheles cristatus,Australian owlet-nightjar,5.9, Animalia, Chordata, Aves (Taxon entry), Apodiformes, Aegothelidae, Aegotheles,,,,,,,,,,44.125,,,,,,,,,,,,,,,,
1370,Pelecanus conspicillatus,Australian pelican,26.1, Animalia, Chordata, Aves (Taxon entry), Pelecaniformes, Pelecanidae, Pelecanus,1278.0,1278.0,,,,,,,,5453.0,,,,,,,,,,,,,,,,
1720,Phalacrocorax varius,Australian pied cormorant,46.4, Animalia, Chordata, Aves (Taxon entry), Suliformes, Phalacrocoracidae, Phalacrocorax,,,,,,,,,,1715.0,,,,,,,,,,,,,,,,
822,Corvus coronoides,Australian raven,22.5, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Corvidae, Corvus,,,,,,,,,,645.0,,,,,,,,,,,,,,,,
755,Acrocephalus australis,Australian reed warbler,7.1, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Acrocephalidae, Acrocephalus,,,,,,,,,,24.2,,,,,,,,,,,,,,,,
4074,Genypterus blacodes,Australian rockling,30, Animalia, Chordata, Teleostei, Ophidiiformes, Ophidiidae, Genypterus,,,,,,,,,,13750.0,,,,,,,,,,,,,,,,
4100,Arripis georgianus,Australian ruff,7, Animalia, Chordata, Teleostei, Perciformes, Arripidae, Arripis,1095.0,1095.0,,,,,,,,440.0,,,,,,,,,,,,,,,,
4101,Arripis trutta,Australian salmon,26, Animalia, Chordata, Teleostei, Perciformes, Arripidae, Arripis,,,,,,,,,,5170.0,,,,,,,,,,,,,,,,
2216,Neophoca cinerea,Australian sea lion,24.1, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Otariidae, Neophoca,1095.0,2191.0,258.0,570.0,1.0,0.69,540.0,7075.0,59724.0,190000.0,,,,,,,,,,,,,,,,
1768,Rhizoprionodon taylori,Australian sharpnose shark,7, Animalia, Chordata, Chondrichthyes (Taxon entry), Carcharhiniformes, Carcharhinidae, Rhizoprionodon,365.0,,,,4.5,,,,,,,,,,,,,,,,,,,365.0,,
363,Tadorna tadornoides,Australian shelduck,13.1, Animalia, Chordata, Aves (Taxon entry), Anseriformes, Anatidae, Tadorna,,,,,,,,,,1364.0,,,,,,,,,,,,,,,,
4088,Retropinna semoni,Australian smelt,2, Animalia, Chordata, Teleostei, Osmeriformes, Retropinnidae, Retropinna,365.0,365.0,,,,,,,,,,,,,,,,,,,,,,,,
3082,Rattus lutreolus,Australian swamp rat,4.4, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Muridae, Rattus,79.0,,27.0,25.0,5.0,2.53,,4.87,25.0,115.0,0.02771,310,0.353,109.0,0.003239,,,,,,,,,,,
366,Aerodramus terraereginae,Australian swiftlet,9.3, Animalia, Chordata, Aves (Taxon entry), Apodiformes, Apodidae, Aerodramus,,,,,,,,,,11.875,,,,,,,,,,,,,,,,
1399,Threskiornis molucca,"Australian white ibis, or Australian ibis",33.2, Animalia, Chordata, Aves (Taxon entry), Pelecaniformes, Threskiornithidae, Threskiornis,,,,,,,,,,1806.0,,,,,,,,,,,,,,,,
134,Ambystoma mexicanum,Axolotl,21, Animalia, Chordata, Amphibia (Taxon entry), Caudata, Ambystomatidae, Ambystoma,548.0,548.0,,,,,,,,,,,,,,18.0,,,,,,,,,,
2779,Daubentonia madagascariensis,Aye-aye,32.3, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Daubentoniidae, Daubentonia,882.0,,165.0,,,,760.0,109.0,,2278.0,,,,,,,,,,,,,,,1.0,1.0
4084,Plecoglossus altivelis,Ayu,3, Animalia, Chordata, Teleostei, Osmeriformes, Osmeridae, Plecoglossus,,,,,,,,,,,,,,,,,,,,,,,,,,
2942,Dasyprocta azarae,Azara's agouti,11.8, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Dasyproctidae, Dasyprocta,,,,,,,,,,2650.0,,311,10.521,3849.0,0.002733,,,,,,,,,,,
2663,Aotus azarae,Azara's night monkey,30, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Aotidae, Aotus,,,,234.0,1.0,1.0,365.0,,,1230.0,,,,,,,,,,,,,,,,
831,Cyanocorax caeruleus,Azure jay,36, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Corvidae, Cyanocorax,,,,,,,,,,272.0,,,,,,,,,,,,,,,,
2053,Babyrousa babyrussa,Babirusa,22.9, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Suidae, Babyrousa,548.0,548.0,153.0,213.0,1.3,2.0,,715.0,,71500.0,,,,,,,,,,,,,,,,
1185,Peucaea aestivalis,Bachman's sparrow,3.9, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Passerellidae, Peucaea,365.0,365.0,,,,,,,,19.6,,,,,,13.0,4.0,2.0,1.91,,,,,,,
2005,Camelus bactrianus,Bactrian camel,35.4, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Camelidae, Camelus,1278.0,1278.0,395.0,,1.0,0.5,730.0,36000.0,,475000.0,,,,,,,,,,,,,,,,
3581,Tropidophis canus,"Bahama-wood snake, or Dwarf boa",16.1, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Tropidophiidae, Tropidophis,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,Pusa sibirica,Baikal seal,56, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Phocidae, Pusa,2129.0,2557.0,273.0,68.0,1.02,1.0,365.0,3000.0,66900.0,90000.0,,,,,,,,,,,,,,,,
2306,Berardius bairdii,Baird's beaked whale,84, Animalia, Chordata, Mammalia (Taxon entry), Cetacea (Taxon entry), Hyperoodontidae, Berardius,4383.0,2922.0,517.0,,1.0,0.3,,,,11380000.0,,,,,,,,,,,,,,,,
3342,Elaphe bairdi,Baird's rat snake,16.3, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Elaphe,,,,,,,,,,,,,,,,,,,,,,,,,,
4075,Alepocephalus bairdii,Baird's smoothhead,38, Animalia, Chordata, Teleostei, Osmeriformes, Alepocephalidae, Alepocephalus,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,Tapirella bairdii,Baird's tapir,29.6, Animalia, Chordata, Mammalia (Taxon entry), Perissodactyla, Tapiridae, Tapirella,710.0,,401.0,,1.0,0.7,,9400.0,,300000.0,,,,,,,,,,,,,,,,
3495,Ctenosaura bakeri,Baker's spinytail iguana,13.8, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Iguanidae, Ctenosaura,,,,,,,,,,399.4,,,,,,,,,,,,,,,,
4669,Saccharomyces cerevisiae,Baker's yeast,0.04, Fungi, Ascomycota, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Saccharomyces,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Haliaeetus leucocephalus,Bald eagle,48, Animalia, Chordata, Aves (Taxon entry), Accipitriformes, Accipitridae, Haliaeetus,1460.0,1460.0,,,,,,,,3175.0,0.0981,,,,,35.0,2.0,1.0,,,,,,,,
2824,Cacajao calvus,"Bald uacari, or Red uakari",35.8, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Pitheciidae, Cacajao,1204.0,,182.0,639.0,1.0,0.5,776.0,,,3165.0,,,,,,,,,,,,,,,,
1263,Leucopsar rothschildi,Bali mynah,25, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Sturnidae, Leucopsar,,,,,,,,,,95.0,,,,,,13.0,3.0,,,,,,,,,
3548,Python regius,Ball python,47.5, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Pythonidae, Python,1825.0,1825.0,,,,,,,,8858.0,,,,,,77.0,7.0,,,,,,,,,
4198,Labrus bergylta,Ballan wrasse,29, Animalia, Chordata, Teleostei, Perciformes, Labridae, Labrus,2737.0,,,,,,,,,2393.0,,,,,,,,,,,,,,,,
4643,Macoma balthica,Baltic macoma,12, Animalia, Mollusca, Bivalvia (Taxon entry), Veneroida, Tellinidae, Macoma,,,,,,,,,,,,,,,,,,,,,,,,,,
3036,Gerbillus nanus,Baluchistan gerbil,4.5, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Muridae, Gerbillus,,,22.0,,5.0,3.0,,,,18.5,,312,0.129,29.7,0.004343,,,,,,,,,,,
1277,Coereba flaveola,Bananaquit,8.6, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Thraupidae, Coereba,,,,,,,,,,10.1,,,,,,,,,,,,,,,,
602,Patagioenas fasciata,Band-tailed pigeon,18.5, Animalia, Chordata, Aves (Taxon entry), Columbiformes, Columbidae, Patagioenas,365.0,365.0,,,,,,,,315.0,,,,,,19.0,1.0,,,,,,,,,
4297,Etheostoma zonale,Banded darter,4, Animalia, Chordata, Teleostei, Perciformes, Percidae, Etheostoma,,,,,,,,,,,,,,,,,,,,,,,,,,
3435,Bungarus fasciatus,"Banded krait, or Red-headed krait",13.2, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Elapidae, Bungarus,,,,,,,,,,3113.0,,,,,,,,,,,,,,,,
2156,Mungos mungo,Banded mongoose,17.4, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Herpestidae, Mungos,289.0,,60.0,,2.5,2.0,365.0,39.0,,1332.0,,,,,,,,,,,,,,,,
2266,Hemigalus derbyanus,Banded palm civet,16, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Viverridae, Hemigalus,,,,71.0,2.0,,,125.0,,2400.0,,,,,,,,,,,,,,,,
4160,Elassoma zonatum,Banded pygmy sunfish,3, Animalia, Chordata, Teleostei, Perciformes, Elassomatidae, Elassoma,,,,,,,,,,,,,,,,,,,,,,,,,,
